"State","Land Use & Land Use Change Categories","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Nevada","FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","Total Woodlands Remaining Woodlands",2119.91,2106.99,2094.08,2081.16,2068.25,2055.33,2042.42,2029.51,2016.59,1998.25,1980.33,1962.4,1944.48,1926.56,1908.64,1890.72,1872.79,1854.87,1834.65,1812.36,1790.06,1767.77,1745.47,1723.18,1700.89,1678.59,1656.3,1838.59,1818.53,1798.46,1778.4,1758.34,1738.27,1718.21
"New Hampshire","Total Forest Land",1969.31,1967.23,1965.16,1963.08,1961.18,1959.28,1957.38,1955.48,1953.57,1951.67,1949.77,1947.39,1945.01,1942.63,1940.25,1937.87,1935.5,1932.93,1930.36,1927.79,1925.22,1922.66,1920.09,1917.38,1914.67,1911.96,1909.25,1906.54,1903.83,1917.38,1914.67,1911.96,1909.25,1906.54
"New Hampshire","FF",1967.66,1965.59,1963.51,1961.44,1959.78,1957.88,1955.98,1954.08,1952.17,1950.27,1948.37,1945.77,1943.39,1941.01,1938.64,1936.26,1933.88,1931.33,1928.76,1926.19,1923.62,1921.05,1918.49,1915.79,1913.08,1910.37,1907.66,1904.95,1902.24,1915.79,1913.08,1910.37,1907.66,1904.95
"New Hampshire","Total Land Converted to Forest Land",1.65,1.65,1.65,1.65,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.62,1.62,1.62,1.62,1.62,1.62,1.6,1.6,1.6,1.6,1.6,1.6,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58
"New Hampshire","CF",0.31,0.31,0.31,0.31,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
"New Hampshire","GF",0.21,0.21,0.21,0.21,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
"New Hampshire","OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire","SF",1.12,1.12,1.12,1.12,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.1,1.1,1.1,1.1,1.1,1.1,1.09,1.09,1.09,1.09,1.09,1.09,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
"New Hampshire","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire","Total Forest Land Converted to Land",3.72,3.72,3.72,3.72,3.3,3.3,3.3,3.3,3.3,3.3,3.3,4,4,4,4,4,4,4.17,4.17,4.17,4.17,4.17,4.17,4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.29,4.29
"New Hampshire","FC",0.43,0.43,0.43,0.43,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
"New Hampshire","FG",0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.18,0.18,0.18,0.18,0.18,0.18,0.24,0.24,0.24,0.24,0.24,0.24,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
"New Hampshire","FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire","FS",1.98,1.98,1.98,1.98,1.74,1.74,1.74,1.74,1.74,1.74,1.74,2.08,2.08,2.08,2.08,2.08,2.08,2.13,2.13,2.13,2.13,2.13,2.13,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19
"New Hampshire","FW",1.18,1.18,1.18,1.18,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.3,1.3,1.3,1.3,1.3,1.3,1.37,1.37,1.37,1.37,1.37,1.37,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
"New Jersey","Total Forest Land",801.97,801.96,801.95,801.96,801.96,801.96,801.96,801.97,801.97,801.98,801.99,802.01,802.02,802.03,802.05,802.08,802.1,802.12,802.14,802.17,802.2,802.22,802.25,802.28,802.29,802.31,802.32,802.34,802.35,802.29,802.3,802.32,802.33,802.34
"New Jersey","FF",800.12,800.12,800.11,800.41,800.41,800.41,800.42,800.42,800.42,800.11,800.13,800.14,800.15,800.17,800.17,800.2,800.22,800.24,800.26,800.28,800.3,800.33,800.36,800.39,800.39,800.4,800.42,800.43,800.45,800.7,800.71,800.73,800.74,800.75
"New Jersey","Total Land Converted to Forest Land",1.84,1.84,1.84,1.55,1.55,1.55,1.55,1.55,1.55,1.87,1.87,1.87,1.87,1.87,1.88,1.88,1.88,1.88,1.88,1.89,1.89,1.89,1.89,1.89,1.91,1.91,1.91,1.91,1.91,1.59,1.59,1.59,1.59,1.59
"New Jersey","CF",0.43,0.43,0.43,0.36,0.36,0.36,0.36,0.36,0.36,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.35,0.35,0.35,0.35,0.35
"New Jersey","GF",0.08,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.06,0.06,0.06,0.06,0.06
"New Jersey","OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Jersey","SF",0.97,0.97,0.97,0.81,0.81,0.81,0.81,0.81,0.81,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.81,0.81,0.81,0.81,0.81
"New Jersey","WF",0.37,0.37,0.37,0.32,0.32,0.32,0.32,0.32,0.32,0.39,0.39,0.39,0.39,0.39,0.4,0.4,0.4,0.4,0.4,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.43,0.43,0.43,0.36,0.36,0.36,0.36,0.36
"New Jersey","Total Forest Land Converted to Land",1.85,1.85,1.85,1.54,1.54,1.54,1.54,1.54,1.54,1.85,1.85,1.85,1.85,1.85,1.86,1.86,1.86,1.86,1.86,1.87,1.87,1.87,1.87,1.87,1.89,1.89,1.89,1.89,1.89,1.58,1.58,1.58,1.58,1.58
"New Jersey","FC",0.35,0.35,0.35,0.29,0.29,0.29,0.29,0.29,0.29,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.28,0.28,0.28,0.28,0.28
"New Jersey","FG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Jersey","FO",0.08,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09
"New Jersey","FS",1.4,1.4,1.4,1.17,1.17,1.17,1.17,1.17,1.17,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.19,1.19,1.19,1.19,1.19
"New Jersey","FW",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"New Mexico","Total Forest Land",5472.81,5474.77,5476.73,5479.57,5482.4,5485.23,5488.07,5490.9,5493.73,5496.57,5499.4,5502.91,5506.41,5509.92,5513.43,5516.93,5520.44,5523.95,5527.45,5530.96,5536.31,5541.65,5546.99,5552.34,5557.68,5563.03,5568.37,5573.71,5536.31,5541.65,5546.99,5552.34,5557.68,5563.03
"New Mexico","FF",5406.22,5408.18,5410.15,5412.43,5415.27,5418.1,5420.93,5423.77,5426.6,5429.43,5432.27,5442.59,5446.09,5449.6,5453.11,5456.61,5460.12,5463.63,5467.13,5470.64,5467.48,5472.83,5478.17,5483.52,5488.86,5494.2,5499.55,5504.89,5467.48,5472.83,5478.17,5483.52,5488.86,5494.2
"New Mexico","Total Land Converted to Forest Land",66.59,66.59,66.59,67.13,67.13,67.13,67.13,67.13,67.13,67.13,67.13,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32,60.32,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.82
"New Mexico","CF",0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
"New Mexico","GF",64.31,64.31,64.31,64.86,64.86,64.86,64.86,64.86,64.86,64.86,64.86,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55,66.55
"New Mexico","OF",1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
"New Mexico","SF",0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
"New Mexico","WF",0.18,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
"New Mexico","Total Forest Land Converted to Land",64.63,64.63,64.63,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.3,56.81,56.81,56.81,56.81,56.81,56.81,56.81,56.81,56.81,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48,63.48
"New Mexico","FC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Mexico","FG",60.88,60.88,60.88,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66,53.69,53.69,53.69,53.69,53.69,53.69,53.69,53.69,53.69,60.1,60.1,60.1,60.1,60.1,60.1,60.1,60.1,60.1,60.1,60.1,60.1,60.1,60.1
"New Mexico","FO",0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
"New Mexico","FS",3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35
"New Mexico","FW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Mexico","Total Woodlands Remaining Woodlands",4222.1,4218.06,4214.02,4209.52,4204.2,4198.88,4193.56,4188.23,4182.91,4177.59,4172.27,4178.13,4171.94,4165.75,4159.56,4153.36,4147.17,4140.98,4134.79,4128.59,4109.91,4100.85,4091.8,4082.74,4073.68,4064.63,4055.57,4046.51,4109.91,4100.85,4091.8,4082.74,4073.68,4064.63
"New York","Total Forest Land",7692.45,7686.32,7680.18,7674.04,7667.66,7661.29,7654.91,7648.53,7642.15,7635.77,7629.14,7622.5,7615.87,7609.23,7602.6,7595.97,7589.06,7582.15,7575.24,7568.33,7561.43,7554.52,7547.32,7540.12,7532.92,7525.73,7518.53,7511.33,7547.32,7540.12,7532.92,7525.73,7518.53,7511.33
"New York","FF",7677.3,7671.16,7665.03,7658.89,7652.56,7646.18,7639.8,7633.43,7627.05,7620.67,7614.08,7607.45,7600.81,7594.18,7587.54,7580.91,7574.05,7567.14,7560.23,7553.33,7546.42,7539.51,7532.36,7525.16,7517.97,7510.77,7503.57,7496.37,7532.36,7525.16,7517.97,7510.77,7503.57,7496.37
"New York","Total Land Converted to Forest Land",15.15,15.15,15.15,15.15,15.1,15.1,15.1,15.1,15.1,15.1,15.06,15.06,15.06,15.06,15.06,15.06,15.01,15.01,15.01,15.01,15.01,15.01,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96
"New York","CF",7.03,7.03,7.03,7.03,6.99,6.99,6.99,6.99,6.99,6.99,6.95,6.95,6.95,6.95,6.95,6.95,6.91,6.91,6.91,6.91,6.91,6.91,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86
"New York","GF",0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
"New York","OF",1.16,1.16,1.16,1.16,1.15,1.15,1.15,1.15,1.15,1.15,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13,1.13
"New York","SF",5.64,5.64,5.64,5.64,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63
"New York","WF",0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
"New York","Total Forest Land Converted to Land",21.29,21.29,21.29,21.29,21.48,21.48,21.48,21.48,21.48,21.48,21.69,21.69,21.69,21.69,21.69,21.69,21.91,21.91,21.91,21.91,21.91,21.91,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15,22.15
"New York","FC",10.31,10.31,10.31,10.31,10.41,10.41,10.41,10.41,10.41,10.41,10.53,10.53,10.53,10.53,10.53,10.53,10.68,10.68,10.68,10.68,10.68,10.68,10.87,10.87,10.87,10.87,10.87,10.87,10.87,10.87,10.87,10.87,10.87,10.87
"New York","FG",1.47,1.47,1.47,1.47,1.43,1.43,1.43,1.43,1.43,1.43,1.38,1.38,1.38,1.38,1.38,1.38,1.31,1.31,1.31,1.31,1.31,1.31,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
"New York","FO",0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
"New York","FS",5.74,5.74,5.74,5.74,5.79,5.79,5.79,5.79,5.79,5.79,5.85,5.85,5.85,5.85,5.85,5.85,5.92,5.92,5.92,5.92,5.92,5.92,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99
"New York","FW",3.39,3.39,3.39,3.39,3.47,3.47,3.47,3.47,3.47,3.47,3.56,3.56,3.56,3.56,3.56,3.56,3.65,3.65,3.65,3.65,3.65,3.65,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
"North Carolina","Total Forest Land",7774.09,7766.96,7759.82,7752.69,7746.17,7739.65,7733.13,7726.61,7720.09,7713.57,7707.05,7698.91,7690.78,7682.65,7674.51,7666.38,7658.24,7650.68,7643.12,7635.56,7628,7620.44,7612.88,7605.32,7595.01,7584.7,7574.39,7564.08,7553.76,7543.45,7596.48,7587.65,7578.81,7569.97
"North Carolina","FF",7749.69,7742.55,7735.42,7728.29,7725.39,7718.87,7712.35,7705.83,7699.31,7692.79,7686.27,7674.84,7666.7,7658.57,7650.43,7642.3,7634.16,7630.2,7622.64,7615.08,7607.52,7599.96,7592.4,7584.84,7571.32,7561.01,7550.7,7540.38,7530.07,7519.76,7576.18,7567.34,7558.5,7549.66
"North Carolina","Total Land Converted to Forest Land",24.4,24.4,24.4,24.4,20.78,20.78,20.78,20.78,20.78,20.78,20.78,24.08,24.08,24.08,24.08,24.08,24.08,20.48,20.48,20.48,20.48,20.48,20.48,20.48,23.69,23.69,23.69,23.69,23.69,23.69,20.31,20.31,20.31,20.31
"North Carolina","CF",7.44,7.44,7.44,7.44,6.34,6.34,6.34,6.34,6.34,6.34,6.34,7.34,7.34,7.34,7.34,7.34,7.34,6.24,6.24,6.24,6.24,6.24,6.24,6.24,7.22,7.22,7.22,7.22,7.22,7.22,6.19,6.19,6.19,6.19
"North Carolina","GF",4.74,4.74,4.74,4.74,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.67,4.67,4.67,4.67,4.67,4.67,3.97,3.97,3.97,3.97,3.97,3.97,3.97,4.6,4.6,4.6,4.6,4.6,4.6,3.94,3.94,3.94,3.94
"North Carolina","OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina","SF",11.82,11.82,11.82,11.82,10.07,10.07,10.07,10.07,10.07,10.07,10.07,11.67,11.67,11.67,11.67,11.67,11.67,9.93,9.93,9.93,9.93,9.93,9.93,9.93,11.48,11.48,11.48,11.48,11.48,11.48,9.84,9.84,9.84,9.84
"North Carolina","WF",0.4,0.4,0.4,0.4,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.4,0.4,0.4,0.4,0.4,0.4,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.39,0.39,0.39,0.39,0.39,0.39,0.34,0.34,0.34,0.34
"North Carolina","Total Forest Land Converted to Land",31.54,31.54,31.54,31.54,27.3,27.3,27.3,27.3,27.3,27.3,27.3,32.21,32.21,32.21,32.21,32.21,32.21,28.04,28.04,28.04,28.04,28.04,28.04,28.04,34,34,34,34,34,34,29.15,29.15,29.15,29.15
"North Carolina","FC",6.92,6.92,6.92,6.92,5.94,5.94,5.94,5.94,5.94,5.94,5.94,6.94,6.94,6.94,6.94,6.94,6.94,5.97,5.97,5.97,5.97,5.97,5.97,5.97,6.98,6.98,6.98,6.98,6.98,6.98,5.98,5.98,5.98,5.98
"North Carolina","FG",5.3,5.3,5.3,5.3,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.87,4.87,4.87,4.87,4.87,4.87,3.95,3.95,3.95,3.95,3.95,3.95,3.95,4.3,4.3,4.3,4.3,4.3,4.3,3.69,3.69,3.69,3.69
"North Carolina","FO",0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.1,0.1,0.1,0.1,0.1,0.1,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1.22,1.22,1.22,1.22,1.22,1.22,1.04,1.04,1.04,1.04
"North Carolina","FS",16.99,16.99,16.99,16.99,14.98,14.98,14.98,14.98,14.98,14.98,14.98,18.01,18.01,18.01,18.01,18.01,18.01,15.94,15.94,15.94,15.94,15.94,15.94,15.94,19.22,19.22,19.22,19.22,19.22,19.22,16.48,16.48,16.48,16.48
"North Carolina","FW",2.25,2.25,2.25,2.25,1.95,1.95,1.95,1.95,1.95,1.95,1.95,2.29,2.29,2.29,2.29,2.29,2.29,1.97,1.97,1.97,1.97,1.97,1.97,1.97,2.28,2.28,2.28,2.28,2.28,2.28,1.96,1.96,1.96,1.96
"North Dakota","Total Forest Land",276.98,277.8,278.61,279.43,280.33,281.23,282.13,283.03,283.94,284.84,285.85,286.85,287.86,288.87,289.88,290.89,291.87,292.85,293.83,294.81,295.79,296.77,297.75,299.08,300.41,301.74,303.07,304.4,305.72,299.08,300.41,301.74,303.07,304.4
"North Dakota","FF",274.65,275.46,276.28,277.09,277.94,278.84,279.75,280.65,281.55,282.45,283.4,284.41,285.42,286.42,287.43,288.44,289.71,290.69,291.67,292.65,293.63,294.61,295.59,296.48,297.81,299.14,300.47,301.8,303.13,296.48,297.81,299.14,300.47,301.8
"North Dakota","Total Land Converted to Forest Land",2.33,2.33,2.33,2.33,2.39,2.39,2.39,2.39,2.39,2.39,2.45,2.45,2.45,2.45,2.45,2.45,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59,2.59
"North Dakota","CF",0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
"North Dakota","GF",1.75,1.75,1.75,1.75,1.79,1.79,1.79,1.79,1.79,1.79,1.84,1.84,1.84,1.84,1.84,1.84,1.63,1.63,1.63,1.63,1.63,1.63,1.63,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97
"North Dakota","OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Dakota","SF",0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
"North Dakota","WF",0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
"North Dakota","Total Forest Land Converted to Land",1.52,1.52,1.52,1.52,1.49,1.49,1.49,1.49,1.49,1.49,1.44,1.44,1.44,1.44,1.44,1.44,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
"North Dakota","FC",0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
"North Dakota","FG",0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.67,0.67,0.67,0.67,0.67,0.67,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
"North Dakota","FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Dakota","FS",0.22,0.22,0.22,0.22,0.2,0.2,0.2,0.2,0.2,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
"North Dakota","FW",0.39,0.39,0.39,0.39,0.36,0.36,0.36,0.36,0.36,0.36,0.33,0.33,0.33,0.33,0.33,0.33,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
"North Dakota","Total Woodlands Remaining Woodlands",10.19,10.21,10.23,10.26,10.26,10.27,10.28,10.29,10.3,10.31,10.3,10.29,10.27,10.26,10.24,10.23,10.29,10.24,10.19,10.15,10.1,10.05,10,9.84,9.72,9.6,9.48,9.36,9.24,9.84,9.72,9.6,9.48,9.36
"Ohio","Total Forest Land",3434.14,3422.33,3410.52,3398.71,3386.89,3375.07,3363.24,3351.42,3339.6,3327.77,3316.05,3304.32,3292.59,3280.86,3269.13,3257.41,3247.57,3237.73,3227.89,3218.05,3208.21,3198.38,3188.54,3177.52,3166.51,3155.5,3144.48,3133.47,3122.46,3177.52,3166.51,3155.5,3144.48,3133.47
"Ohio","FF",3427.5,3415.69,3403.88,3392.07,3380.39,3368.56,3356.74,3344.92,3333.09,3321.27,3309.68,3297.96,3286.23,3274.5,3262.77,3251.05,3242.24,3232.4,3222.56,3212.72,3202.88,3193.04,3183.2,3171.44,3160.42,3149.41,3138.4,3127.38,3116.37,3171.44,3160.42,3149.41,3138.4,3127.38
"Ohio","Total Land Converted to Forest Land",6.65,6.65,6.65,6.65,6.5,6.5,6.5,6.5,6.5,6.5,6.36,6.36,6.36,6.36,6.36,6.36,5.33,5.33,5.33,5.33,5.33,5.33,5.33,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09,6.09
"Ohio","CF",1.3,1.3,1.3,1.3,1.27,1.27,1.27,1.27,1.27,1.27,1.24,1.24,1.24,1.24,1.24,1.24,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19
"Ohio","GF",1.23,1.23,1.23,1.23,1.21,1.21,1.21,1.21,1.21,1.21,1.19,1.19,1.19,1.19,1.19,1.19,1,1,1,1,1,1,1,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
"Ohio","OF",0.78,0.78,0.78,0.78,0.77,0.77,0.77,0.77,0.77,0.77,0.75,0.75,0.75,0.75,0.75,0.75,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
"Ohio","SF",2.89,2.89,2.89,2.89,2.82,2.82,2.82,2.82,2.82,2.82,2.76,2.76,2.76,2.76,2.76,2.76,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64
"Ohio","WF",0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
"Ohio","Total Forest Land Converted to Land",18.46,18.46,18.46,18.46,18.33,18.33,18.33,18.33,18.33,18.33,18.09,18.09,18.09,18.09,18.09,18.09,15.17,15.17,15.17,15.17,15.17,15.17,15.17,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1
"Ohio","FC",4.81,4.81,4.81,4.81,4.89,4.89,4.89,4.89,4.89,4.89,4.98,4.98,4.98,4.98,4.98,4.98,4.35,4.35,4.35,4.35,4.35,4.35,4.35,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18,5.18
